applicable_date,ROI-DA,load_forecast_ni,load_forecast_roi,aggregated_forecast,load_forecast_ni_four_day_aggregate_wind,load_forecast_roi_four_day_aggregate_wind,aggregated_forecast_four_day_aggregate_wind,total_pn,net_interconnector_schedule,tso_demand_forecast,tso_renewable_forecast,calculated_imbalance
16/10/2019 22:00,25.73,803,3045,3848,514.412,1899.87,-100000,1910.17,-551,3848,2190.58,298.25
16/10/2019 23:00,25.86,706,2807,3513,513.352,1715.29,-100000,1258.14,0,3428,2355.37,-185.509
17/10/2019 00:00,15,609,2734,3343,641.738,2129.81,2771.55,1157.07,0,3297,2409.83,-269.901
17/10/2019 01:00,10.86,536,2584,3120,496.795,1725.18,2221.98,1101.23,0,3120,2339.72,-320.949
17/10/2019 02:00,5,567,2469,3036,508.259,1856.55,2364.81,1040.77,0,3033,2405.72,-413.493
17/10/2019 03:00,6,592,2395,2987,498.944,1835.99,-100000,1041.97,0,3070,2284.36,-256.332
17/10/2019 04:00,11,605,2514,3119,575.416,1961.75,2537.17,1041.53,0,3074,2425.11,-392.642
17/10/2019 05:00,27,674,2636,3310,496.87,1715.33,2212.2,1321.04,0,3344,2436.73,-413.772
17/10/2019 06:00,38,888,3147,4035,631.708,1883.04,2514.75,2073,0,4131,2310.87,-252.872
17/10/2019 07:00,52.72,1077,3681,4758,509.657,1761.91,2271.57,2635.72,-368,4845,2332.83,244.449
17/10/2019 08:00,50.54,1090,3794,4884,694.917,-100000,-100000,2658.4,-269,4934,2218.77,325.83
17/10/2019 09:00,48.6,1080,3766,4846,637.915,2245.62,2883.53,2700.42,-389,4839,2241.93,285.649
17/10/2019 10:00,45.21,1123,3726,4849,583.418,1830.5,2413.92,2538.69,-300,4812,2251.34,321.973
17/10/2019 11:00,39.76,1102,3712,4814,522.299,1820.97,-100000,2417.06,121,4791,2221.92,31.018
17/10/2019 12:00,38.33,1059,3755,4814,494.714,1875.7,2370.41,2342.26,183,4814,2195.53,93.212
17/10/2019 13:00,41.3,1065,3729,4794,536.467,1866.73,-100000,2590.63,-180,4818,2238.93,168.443
17/10/2019 14:00,42.06,1067,3735,4802,634.029,2040.55,2674.58,2318.73,-247,4779,2088.11,619.164
17/10/2019 15:00,49.14,1037,3887,4924,472.398,1840.7,2313.1,2594.18,-209,4900,2026.9,487.923
17/10/2019 16:00,55,1237,3945,5182,374.187,1850.51,-100000,2967.54,-52,5155,1967,272.464
17/10/2019 17:00,62.58,1167,4116,5283,576.443,2052.4,-100000,3191.92,68,5292,1710.26,321.824
17/10/2019 18:00,58.53,1203,4217,5420,356.59,1606.34,1962.93,3256.26,189,5460,1547.45,467.285
17/10/2019 19:00,49.05,1172,4143,5315,327.792,1606.76,1934.55,3205.7,340,5226,1714.5,-34.199
17/10/2019 20:00,37.93,1084,3875,4959,594.138,1292.7,1886.84,2926.74,290,4939,1548.18,174.076
17/10/2019 21:00,34,993,3458,4451,225.807,1327.37,-100000,2570.6,15,4396,1746.27,64.128
17/10/2019 22:00,35,786,3057,3843,331.656,1581.59,1913.25,2272.3,-25,3894,1474.84,171.858
17/10/2019 23:00,35.66,708,2858,3566,190.816,1215.2,-100000,1894.72,144,3502,1467.86,-4.577
18/10/2019 00:00,36.02,623,2690,3313,180.031,1182.52,-100000,1881.1,15,3313,1398.49,18.411
18/10/2019 01:00,36.06,594,2615,3209,191.128,1298.78,1489.91,1884.06,-125,3154,1358.21,36.729
18/10/2019 02:00,34.89,579,2500,3079,271.152,1162.33,1433.48,1880.82,-154,3079,1307.99,44.192
18/10/2019 03:00,32.69,607,2456,3063,106.064,1106.54,1212.6,1881.02,-117,3030,1192.67,73.307
18/10/2019 04:00,38.3,622,2499,3121,515.382,1556.35,2071.73,2228.56,-160,3095,1195.24,-168.8
18/10/2019 05:00,48.14,717,2684,3401,60.179,1115.96,1176.14,2588.1,-15,3376,1155.13,-352.227
18/10/2019 06:00,54.6,911,3203,-100000,423.647,1119.2,1542.85,2616.48,274,4093,1136.55,65.967
18/10/2019 07:00,60.55,1108,3669,4777,98.649,1186.58,1285.23,3396.94,469,4835,1081.51,-112.444
18/10/2019 08:00,58.79,1157,3775,4932,413.904,1782.37,2196.27,3487.66,286,4932,1014.67,143.667
18/10/2019 09:00,55.68,1120,3785,4905,56.41,943.32,-100000,3330.52,0,4929,979.014,619.466
18/10/2019 10:00,55.11,1077,3720,4797,75.6,1003.9,1079.5,3236.11,0,4917,902.535,778.355
18/10/2019 11:00,55,1090,3762,4852,579.834,1335.68,-100000,3223.7,0,4890,873.421,792.879
18/10/2019 12:00,54.76,1111,3744,4855,60.028,932.44,-100000,3329.2,0,4848,803.543,715.257
18/10/2019 13:00,53,1054,3685,4739,55.14,1307.56,1362.7,3202.56,0,4734,832.645,698.794
18/10/2019 14:00,47,994,3681,4675,62.566,835.62,898.186,3195.07,0,4703,868.587,639.342
18/10/2019 15:00,54.76,1049,3702,4751,232.818,2008.18,-100000,3065.85,0,4752,921.474,764.676
18/10/2019 16:00,64.72,1119,3763,4882,211.906,1579.56,1791.47,3376.47,0,4932,883.955,671.575
18/10/2019 17:00,72.66,1140,3860,5000,75.666,976.79,1052.46,3486.09,450,5073,835.458,301.452
18/10/2019 18:00,75,1170,3948,-100000,92.56,603.7,696.26,3522.76,0,5250,720.335,1006.91
18/10/2019 19:00,63.23,1091,3896,4987,95.818,693.88,789.698,3492.03,0,4987,746.665,748.306
18/10/2019 20:00,58,1059,3623,4682,84.748,613.35,698.098,3426.44,0,4650,711.052,512.508
18/10/2019 21:00,41.44,952,3269,4221,100.031,512.26,612.291,2757.63,357,4236,682.435,438.935
18/10/2019 22:00,43.37,833,3025,3858,120.104,530.76,650.864,2499.02,884,3806,672.022,-249.042
18/10/2019 23:00,37.85,732,2901,3633,81.486,944.31,1025.8,2171.87,230,3603,641.493,559.637
19/10/2019 00:00,41.45,664,2644,3308,115.618,764.16,-100000,2171.45,457,3370,628.818,112.732
19/10/2019 01:00,38.52,629,2481,3110,108.708,460.65,569.358,2173.37,289,3188,595.753,129.877
19/10/2019 02:00,31.68,622,2477,3099,103.995,419.76,523.755,2124.28,310,3083,594.295,54.425
19/10/2019 03:00,31.1,603,2401,3004,130.597,840.06,970.657,2067.45,356,2998,617.205,-42.65
19/10/2019 04:00,33.76,588,2360,2948,110.074,626.79,-100000,2030.95,275,3033,629.033,98.017
19/10/2019 05:00,39.73,626,2372,2998,68.176,425.17,493.346,2319.28,200,3148,682.514,-53.794
19/10/2019 06:00,36.63,718,2575,3293,116.016,583.96,699.976,2237.12,486,3420,739.877,-42.997
19/10/2019 07:00,50.99,851,3011,3862,120.785,808.18,928.965,2782.96,535,3862,843.086,-299.046
19/10/2019 08:00,59.23,988,3332,4320,260.609,805.72,1066.33,3157.92,385,4320,875.64,-98.561
19/10/2019 09:00,56.38,980,3507,4487,110.133,392.41,-100000,3301.09,401,4577,925.138,-50.228
19/10/2019 10:00,50.58,1087,3602,4689,341.939,831.7,1173.64,3101.16,164,4689,1117.33,306.508
19/10/2019 11:00,41.68,1008,3671,4679,132.571,508.87,-100000,2684.14,366,4759,1135.15,573.714
19/10/2019 12:00,36.96,965,3448,4413,156.196,499.9,656.096,2589.2,603,4761,1147.67,421.125
19/10/2019 13:00,35.77,912,3369,4281,405.216,1096.7,1501.92,2560.57,730,4612,1490.89,-169.462
19/10/2019 14:00,37.74,920,3314,4234,416.411,1034.17,-100000,2493.07,167,4411,1385.56,365.375
19/10/2019 15:00,41.62,1009,3440,4449,435.953,1015.8,1451.75,2587.94,250,4377,1433.29,105.77
19/10/2019 16:00,53,1026,3367,4393,254.681,828.23,1082.91,2930.59,125,4609,1464.9,88.508
19/10/2019 17:00,68.81,1056,3530,4586,521.296,1110.38,1631.68,3246.93,46,4789,1416.87,79.198
19/10/2019 18:00,58.95,1112,3707,4819,278.114,1123.48,-100000,3315.42,179,4913,1409.83,8.754
19/10/2019 19:00,42.46,1053,3577,-100000,433.376,1108.44,1541.82,3133.03,352,4634,1424.44,-275.468
19/10/2019 20:00,42.71,1005,3403,4408,442.994,1318.46,1761.45,2645.94,337,4341,1359.15,-1.087
19/10/2019 21:00,40.29,886,3084,3970,290.455,1174.44,1464.9,2333.85,178,4046,1334.4,199.752
19/10/2019 22:00,31.54,778,2921,3699,296.931,1103.79,1400.72,2292.27,-127,3699,1381.64,152.09
19/10/2019 23:00,27.35,699,2663,3362,212.831,1005.62,1218.45,1937.32,203,3443,1392.64,-89.96
20/10/2019 00:00,28.4,611,2589,3200,302.382,1121.34,1423.72,1641,0,3236,1383.65,211.352
20/10/2019 01:00,27.1,622,2407,3029,302.116,1138.77,1440.89,1389.5,15,3067,1400.28,262.223
20/10/2019 02:00,26.5,600,2320,2920,285.133,1147.97,1433.1,1343.5,-72,2988,1511.19,205.307
20/10/2019 03:00,26.29,569,2277,2846,532.376,1462.01,1994.39,1331.1,-161,2895,1478.15,246.754
20/10/2019 04:00,27.02,571,2263,2834,350.488,1277.45,-100000,1325,-109,2847,1587.68,43.321
20/10/2019 05:00,29.21,566,2293,2859,243.386,862.6,1105.99,1646.64,-249,2898,1640.41,-140.054
20/10/2019 06:00,29.56,646,2396,3042,409.147,1197.97,1607.12,1879.15,-272,3042,1821.67,-386.822
20/10/2019 07:00,36.46,739,2661,3400,362.524,1092.09,1454.61,1939.09,-288,3315,1702.98,-39.08
20/10/2019 08:00,40,798,2889,3687,390.528,1067.77,1458.3,2756.33,-15,3714,1503.26,-530.592
20/10/2019 09:00,43.12,914,3133,4047,594.411,1723.78,2318.19,2607.77,-81,4063,1774.88,-238.658
20/10/2019 10:00,42.91,1000,3344,4344,422.702,1163.67,1586.37,2847.64,-177,3344,1658.14,-984.773
20/10/2019 11:00,43.2,983,3373,4356,439.497,1163.17,1602.67,2800.24,-157,4403,0,1759.76
20/10/2019 12:00,38.1,1068,3378,4446,477.785,1172.99,1650.78,2856.81,-136,4468,1862.51,-115.323
20/10/2019 13:00,37.59,908,3323,4231,510.373,1178.52,-100000,2503.72,-187,4231,1766.17,148.109
20/10/2019 14:00,35.56,958,3194,4152,415.034,1302.99,-100000,2749.76,-140,4082,1822.51,-350.272
20/10/2019 15:00,40.11,870,3196,4066,416.261,1376.15,-100000,3168.92,-165,4089,1791.43,-706.348
20/10/2019 16:00,48.65,1028,3279,4307,339.323,1307.24,-100000,3294.35,-281,4271,1547.57,-289.918
20/10/2019 17:00,65.14,1072,3459,4531,401.635,1163.77,1565.41,3519.56,-308,4531,1363.06,-43.616
20/10/2019 18:00,60.42,1140,3782,4922,275.766,990.35,1266.12,3522.15,-39,4922,1275.88,162.974
20/10/2019 19:00,44,1098,3622,4720,223.804,765.69,-100000,3323.74,234,4714,0,1156.26
20/10/2019 20:00,40.47,1012,3409,4421,211.822,900.9,1112.72,3090.41,264,4431,0,1076.59
20/10/2019 21:00,38.01,902,3135,4037,166.12,709.98,-100000,3222.51,222,4037,953.627,-361.136
20/10/2019 22:00,29.6,755,2803,3558,101.692,806.16,-100000,3015.59,357,3558,0,185.411
20/10/2019 23:00,28.5,678,2543,3221,263.908,-100000,-100000,2423.54,-29,3275,762.387,118.068
21/10/2019 00:00,27.74,641,2411,3052,65.45,561.39,626.84,2156.39,278,3136,0,701.611
21/10/2019 01:00,27.23,619,2368,2987,43.498,439.63,483.128,2164.36,153,2987,597.163,72.476
21/10/2019 02:00,27.14,624,2313,2937,51.57,450.16,-100000,2163.24,99,2937,521.698,153.058
21/10/2019 03:00,27.86,602,2271,2873,36.04,400.81,436.85,2105.48,315,2300,475.732,-596.213
21/10/2019 04:00,37.99,626,2370,2996,23.801,379.59,-100000,2415.49,15,2996,0,565.507
21/10/2019 05:00,51.96,696,2566,3262,17.659,263.27,280.929,3084.34,101,3262,347.283,-270.62
21/10/2019 06:00,53.58,933,3112,4045,20.049,275.05,295.099,3181.25,315,4019,0,522.751
21/10/2019 07:00,77.97,1142,3671,4813,17.939,206.07,224.009,4005.92,394,4943,188.588,354.494
21/10/2019 08:00,86.04,1190,3855,5045,20.589,207.47,228.059,4033.46,0,5045,168.83,842.712
21/10/2019 09:00,92,1187,3753,4940,22.099,87.46,109.559,4032.78,0,5045,164.427,847.795
21/10/2019 10:00,89.29,1130,3883,5013,38.538,61.07,99.608,4041.31,0,5022,133.369,847.323
21/10/2019 11:00,85,1225,3780,5005,51.288,82.1,133.388,3930.82,0,4944,0,1013.18
21/10/2019 12:00,92.98,1206,3863,5069,79.157,-100000,-100000,4046.21,0,5003,0,956.792
21/10/2019 13:00,74,1208,3778,4986,77.464,60.24,137.704,3781.75,0,4770,125.864,862.388
21/10/2019 14:00,70,1155,3822,4977,44.149,59.69,103.839,3781.95,0,4938,155.957,1000.09
21/10/2019 15:00,75.53,1236,3866,5102,30.389,67.08,97.469,3936.29,0,4948,122.196,889.516
21/10/2019 16:00,96,1352,4026,5378,42.359,62.94,105.299,4044.55,0,5214,199.054,970.4
21/10/2019 17:00,106.82,1310,4149,5459,63.456,152.49,215.946,4137.86,0,5332,238.595,955.545
21/10/2019 18:00,102.27,1294,4340,5634,23.676,70.1,-100000,4033.46,0,5634,221.117,1379.42
21/10/2019 19:00,65,1261,4106,5367,98.522,167.35,265.872,3919.87,0,5366,0,1446.13
21/10/2019 20:00,87.64,1158,3817,4975,150.819,228.76,379.579,3936.85,0,5015,358.414,719.736
21/10/2019 21:00,44.15,1019,3432,4451,72.469,121.81,194.279,3217.44,435,4505,400.507,452.053
21/10/2019 22:00,39.54,850,3045,3895,238.527,328.26,566.787,3084.5,969,3939,565.453,-679.954
21/10/2019 23:00,35.9,676,2915,3591,120.429,181.33,301.759,2587.56,457,3591,561.695,-15.255
22/10/2019 00:00,34,642,2686,3328,182.525,228.33,-100000,2603.16,15,3377,786.295,-27.455
22/10/2019 01:00,31.78,613,2582,3195,269.469,430.67,700.139,2603.47,0,3229,763.691,-138.161
22/10/2019 02:00,31.78,612,2465,3077,353.944,549.93,903.874,2600.59,-147,2537,907.507,-824.097
22/10/2019 03:00,33.71,628,2432,3060,110.121,228.31,338.431,2596.83,-94,3053,959.646,-409.476
22/10/2019 04:00,37.78,581,2557,3138,344.434,610.15,-100000,2603.56,-169,3138,948.415,-244.975
22/10/2019 05:00,45.52,698,2734,3432,236.002,295.86,-100000,2887.79,-239,3398,995.155,-245.945
22/10/2019 06:00,56.5,911,3248,4159,260.573,554.88,815.453,3335.33,-186,4208,1089.58,-30.913
22/10/2019 07:00,61.43,1139,3910,5049,272.828,550.16,822.988,3935.02,-90,5049,1128.19,75.792
22/10/2019 08:00,55.52,1173,3937,5110,261.873,505.23,767.103,3953.73,15,5073,1230.81,-126.542
22/10/2019 09:00,52.37,1132,3859,4991,315.991,740.98,1056.97,3910.41,50,5138,1302.84,-125.247
22/10/2019 10:00,45.61,1110,3906,5016,438.006,967.67,1405.68,3720.25,0,5110,1397.43,-7.682
22/10/2019 11:00,37.92,1120,3685,4805,440.345,989.82,1430.17,3557.58,392,5010,1442.68,-382.259
22/10/2019 12:00,35.62,1094,3812,4906,415.17,1102.55,1517.72,3429.34,15,5041,1490.26,106.399
22/10/2019 13:00,34.4,1074,3707,4781,352.374,1154.85,1507.22,3389.82,-4,4896,1635.3,-125.121
22/10/2019 14:00,35.18,1066,3695,4761,378.849,985.06,1363.91,3401.54,-45,4898,1723.88,-182.421
22/10/2019 15:00,48.01,1111,3726,4837,486.327,1351.54,1837.87,3644.9,-162,5025,1669.11,-127.014
22/10/2019 16:00,55.87,1175,4032,5207,520.515,1406.81,1927.32,3932.02,-279,5269,1707.16,-91.179
22/10/2019 17:00,63.88,1217,4038,5255,409.972,1180.6,1590.57,3945.54,-175,5460,1845.64,-156.178
22/10/2019 18:00,52.31,1253,4320,5573,468.687,1237.86,1706.55,4099.98,-75,5688,1803.46,-140.441
22/10/2019 19:00,45,1201,4221,5422,583.805,1458.11,-100000,3826.93,-332,5422,1893.26,33.812
22/10/2019 20:00,41.76,1118,3970,5088,553.314,1504.15,2057.46,3559.42,-183,5088,1940.61,-229.035
22/10/2019 21:00,34.85,961,3500,4461,409.073,1117.94,1527.01,2961.51,-312,4536,1979.11,-92.624
22/10/2019 22:00,34.91,808,3135,3943,542.438,1289.52,-100000,2424.84,-213,3954,1894.83,-152.674
22/10/2019 23:00,30.67,694,2898,3592,624.116,1833.18,2457.3,1971.03,-456,3563,1902.45,145.517
23/10/2019 00:00,27.58,625,2747,3372,579.754,1690.25,2270,1724.35,0,3342,1980.24,-362.59
23/10/2019 01:00,25.58,598,2632,3230,647.948,1931.9,2579.85,1582.16,0,3191,2017.5,-408.662
23/10/2019 02:00,25,613,2527,3140,665.169,1989.19,2654.36,1451.43,0,3097,2109.08,-463.516
23/10/2019 03:00,25,583,2490,3073,679.964,1740.97,-100000,1305.22,0,3040,2142.95,-408.172
23/10/2019 04:00,25,569,2572,3141,566.345,1737.6,2303.95,1311.38,0,3126,2224.32,-409.705
23/10/2019 05:00,30.32,700,2718,3418,554.177,1882.78,2436.96,1570.5,0,3428,2317.77,-460.271
23/10/2019 06:00,42,909,3285,4194,663.188,1917.26,2580.45,2302.54,0,4230,2410.71,-483.254
23/10/2019 07:00,45,1089,3913,5002,700.064,1987.01,-100000,3117.71,0,3913,2586.04,-1790.76
23/10/2019 08:00,38.18,1158,3974,5132,718.142,2140.85,-100000,2754.91,0,5095,2629.03,-288.946
23/10/2019 09:00,38.18,1119,3889,5008,723.206,2004.33,2727.54,2757.21,0,4008,2818.75,-1567.96
23/10/2019 10:00,32.81,1106,3868,4974,815.176,2536.13,-100000,2870.47,0,5018,2873.65,-726.122
23/10/2019 11:00,31,1073,3967,5040,800.621,2370.05,3170.67,2628.89,0,4999,3012.34,-642.235
23/10/2019 12:00,26,1081,3865,4946,830.282,2465.7,3295.98,2495.1,0,3963,0,1467.9
23/10/2019 13:00,26,1058,3807,4865,791.915,2432.59,3224.5,2468.08,0,4872,3080.17,-676.256
23/10/2019 14:00,26.24,1059,3767,4826,726.279,2135.66,2861.94,2288.57,0,4887,3057.69,-459.26
23/10/2019 15:00,37.86,1082,3936,5018,757.168,2323.34,3080.51,2667.01,0,3936,0,1268.99
23/10/2019 16:00,49.61,1198,4048,5246,758.237,2300.18,3058.42,2913.68,0,5285,2638.58,-267.262
23/10/2019 17:00,53.49,1232,4227,5459,799.776,1931.07,2730.85,3345.39,-432,5486,2427.5,145.113
23/10/2019 18:00,51.64,1246,4351,5597,635.519,1220.52,1856.04,3354.99,-231,5700,2103.86,472.149
23/10/2019 19:00,43.67,1196,4159,5355,478.104,1029.6,1507.7,3157.82,141,5470,1882.1,289.078
23/10/2019 20:00,40.4,1114,3991,5105,507.948,1126.16,1634.11,3118.61,64,3985,1624.92,-822.534
23/10/2019 21:00,33.17,963,3525,4488,525.966,1374.31,1900.28,3114.33,-159,4586,1434.12,196.547
23/10/2019 22:00,35.42,789,3135,3924,403.913,934.31,1338.22,2280.01,36,3943,1378.13,248.854
23/10/2019 23:00,32,670,2920,3590,394.959,1051.63,1446.59,2158.9,0,3504,1376.81,-31.714
24/10/2019 00:00,31.72,631,2751,3382,559.649,1333.51,1893.16,2146.1,0,3372,1379.44,-153.547
24/10/2019 01:00,34.36,593,2632,3225,482.187,1134.21,1616.4,2147.3,-94,3197,0,1143.7
24/10/2019 02:00,34.06,590,2471,3061,514.27,1342.25,1856.52,2149.5,-165,3147,0,1162.5
24/10/2019 03:00,34.11,622,2520,3142,468.314,1433,-100000,2167.8,-299,2520,1372.37,-721.176
24/10/2019 04:00,38.59,606,2572,3178,434.016,801.2,-100000,2232.43,-225,3176,1401.92,-233.348
24/10/2019 05:00,47.8,681,2679,3360,443.284,1140,1583.28,2560.5,0,3432,1428.64,-557.145
24/10/2019 06:00,52.95,902,3283,4185,454.691,1167.02,1621.71,3123.61,-252,4175,1383.07,-79.68
24/10/2019 07:00,59.75,1092,3913,5005,557.936,1590.71,2148.65,3831.32,-145,5052,1358.16,7.518
24/10/2019 08:00,56.41,1124,3937,5061,514.366,-100000,-100000,3843.07,0,5127,1291.28,-7.355
24/10/2019 09:00,50.89,1130,4008,5138,664.186,1699.27,2363.46,3812.93,-15,5138,1463.29,-123.226
24/10/2019 10:00,46.51,1111,3973,5084,652.961,1577.49,-100000,3801.25,136,5088,1103.67,47.074
24/10/2019 11:00,42.64,1083,3896,4979,683.614,1199.69,-100000,3593.85,78,5057,1175.62,209.53
24/10/2019 12:00,39.84,1061,3738,4799,827.877,1894.27,2722.15,3536.27,0,5043,1341.15,165.583
24/10/2019 13:00,36.76,1022,3671,4693,870.951,2092.21,2963.16,3359.34,0,4859,1451.41,48.252
24/10/2019 14:00,36.39,1078,3853,4931,524.108,1656.49,-100000,3532.54,0,4931,1425.22,-26.759
24/10/2019 15:00,41.83,1122,3936,5058,795.501,2152.25,-100000,3516.04,-82,5058,977.396,646.562
24/10/2019 16:00,46.95,1224,4095,5319,243.042,746.14,989.182,3622.4,211,4095,1146.38,-884.78
24/10/2019 17:00,53.98,1255,4252,5507,372.92,1571.01,1943.93,3803.61,266,5501,1036.63,394.758
24/10/2019 18:00,54.99,1288,4410,5698,759.531,1883.4,2642.93,3902.56,0,5698,558.125,1237.31
24/10/2019 19:00,47,1181,4203,5384,717.436,1259.52,-100000,3516.96,450,5421,743.004,711.035
24/10/2019 20:00,48.15,1134,3991,5125,191.937,506.27,698.207,3707.78,0,5125,251.984,1165.23
24/10/2019 21:00,33.4,1019,3617,4636,418.304,626.69,1044.99,3111.48,0,4636,201.423,1323.09
24/10/2019 22:00,43,842,3144,3986,319.186,1097.5,1416.69,2852.34,980,3998,0,165.658
24/10/2019 23:00,36.97,731,2887,3618,81.954,128.8,210.754,3021.68,479,3606,176.665,-71.344
25/10/2019 00:00,41.41,671,2786,3457,73.844,93.77,167.614,2905.11,177,3443,191.021,169.87
25/10/2019 01:00,40.69,621,2552,3173,264.245,464.69,728.935,2903.29,15,3252,223.84,109.871
25/10/2019 02:00,35.24,630,2651,3281,263.505,530.46,793.965,2826.53,0,3183,267.262,89.209
25/10/2019 03:00,34,591,2512,3103,364.232,505.27,869.502,2943.06,0,3181,317.275,-79.337
25/10/2019 04:00,38.07,623,2583,3206,344.73,428.59,773.32,2869.66,0,3227,324.932,32.409
25/10/2019 05:00,50.22,717,2845,3562,103.86,176.25,280.11,3105.95,99,3476,289.045,-17.994
25/10/2019 06:00,55.72,885,3298,4183,107.191,172.99,-100000,3134.97,536,4181,284.189,225.842
25/10/2019 07:00,83.7,1126,3880,5006,370.886,384.87,755.756,3792.85,391,5019,0,835.151
25/10/2019 08:00,81.04,1168,3922,5090,352.98,325.1,678.08,3828.11,0,5090,242.789,1019.1
25/10/2019 09:00,87,1174,4057,5231,315.98,322.56,638.54,3833.15,0,5147,228.508,1085.34
25/10/2019 10:00,79.29,1164,4012,5176,331.525,230.42,561.945,3997.19,0,5105,140.381,967.43
25/10/2019 11:00,75,1160,3814,4974,294.11,498.42,792.53,3839.51,0,5080,247.586,992.905
25/10/2019 12:00,64,1118,3871,4989,291.891,257.32,549.211,3855.18,0,4899,280.178,763.643
25/10/2019 13:00,56.98,1130,3779,4909,23.902,224.27,-100000,3706,0,4846,483.316,656.686
25/10/2019 14:00,53.29,1097,3752,4849,166.656,344.85,511.506,3791.2,0,4828,143.766,893.035
25/10/2019 15:00,63.44,1094,3729,4823,12.429,118.74,131.169,3733.57,0,4797,681.822,381.609
25/10/2019 16:00,72,1154,3863,5017,10.769,134.89,145.659,3991.52,0,5017,433.988,591.493
25/10/2019 17:00,92.62,1201,3928,5129,44.822,598.61,643.432,4024.56,0,5324,126.9,1172.54
25/10/2019 18:00,92.27,1215,4340,5555,160.064,522.5,682.564,4054.53,0,5540,107.335,1378.14
25/10/2019 19:00,56.9,1122,4015,5137,21.429,1101.58,1123.01,3986.97,0,5154,446.628,720.403
25/10/2019 20:00,75,1026,3806,4832,17.838,92.17,110.008,3838.41,0,4945,112.819,993.772
25/10/2019 21:00,40.05,951,3540,4491,27.308,144.17,171.478,3242.55,521,4598,109.874,724.578
25/10/2019 22:00,45.03,825,3274,4099,26.657,356.12,-100000,2831.35,905,4159,113.445,309.204
25/10/2019 23:00,36.34,660,2903,3563,28.516,92.6,121.116,3112.99,505,3750,133.09,-1.079
26/10/2019 00:00,37.55,632,2905,3537,12.23,313.63,325.86,2844.43,213,3623,122.634,442.937
26/10/2019 01:00,42.4,598,2738,3336,319.933,736.29,1056.22,2954.05,286,3411,139.395,31.555
26/10/2019 02:00,42.5,604,2538,3142,35.335,121.49,156.825,3034.05,15,3245,214.919,-18.968
26/10/2019 03:00,41.78,600,2535,3135,37.999,723.77,-100000,3034.05,-37,3185,169.603,18.347
26/10/2019 04:00,39.06,595,2497,3092,32.058,413.75,445.808,2982.05,0,3183,196.006,4.945
26/10/2019 05:00,39.86,621,2575,3196,57.455,154.71,212.165,3057.65,-45,3299,222.24,64.111
26/10/2019 06:00,37.81,700,2839,3539,73.143,203.15,276.293,3328.98,141,3628,289.97,-131.949
26/10/2019 07:00,51.75,823,3123,3946,34.946,380.72,415.666,3457.1,315,4072,221.928,77.966
26/10/2019 08:00,59.61,943,3484,-100000,221.138,367.52,588.658,3738.49,27,4561,255.314,540.198
26/10/2019 09:00,59.72,1005,3646,4651,56.694,303.04,359.734,3736.41,49,4804,410.315,608.276
26/10/2019 10:00,57.46,1122,3862,4984,441.981,814.34,1256.32,3732.05,315,4902,563.946,291.005
26/10/2019 11:00,48.44,1007,3689,4696,151.984,402.73,554.714,3731.25,15,4861,0,1114.75
26/10/2019 12:00,38.95,990,3732,4722,194.466,676.41,-100000,3698.45,-151,4863,979.049,336.502
26/10/2019 13:00,32.31,921,3570,4491,252.456,909.99,1162.45,3576.61,-210,4647,1280.24,0.151
26/10/2019 14:00,32.24,887,3453,4340,279.46,815.64,1095.1,3291.74,-182,4707,1516.88,80.372
26/10/2019 15:00,36.45,890,3475,4365,269.059,688.86,957.919,2804.93,15,4587,1472.92,294.158
26/10/2019 16:00,47.84,964,3604,4568,230.28,956.14,1186.42,3216.65,-99,4821,1708.17,-4.816
26/10/2019 17:00,59.14,1060,3901,4961,311.829,1123.8,-100000,3480.33,-60,4961,1590.62,-49.952
26/10/2019 18:00,47.26,1130,4140,5270,405.278,579.9,985.178,3423.83,237,5270,1371.66,237.508
26/10/2019 19:00,39.2,991,3672,4663,409.972,909.93,1319.9,3305.65,442,4901,1293.24,-139.894
26/10/2019 20:00,34.41,915,3555,4470,352.574,742.16,1094.73,3229.52,82,4587,1422.13,-146.653
26/10/2019 21:00,29,823,3326,4149,369.116,692,1061.12,2782.59,496,4280,0,1001.41
26/10/2019 22:00,26.15,746,3079,3825,410.96,635.75,1046.71,2474.51,502,3723,1282.19,-535.695
26/10/2019 23:00,26.64,728,2973,3701,326.038,636.73,962.768,2318.2,-128,3730,1215.72,324.082
27/10/2019 00:00,26,613,2903,3516,344.959,361.41,-100000,2488.42,-15,3563,1254.78,-165.2
27/10/2019 01:00,26,606,2592,3198,373.555,716.16,1089.71,2036.42,0,3366,1147.84,181.737
27/10/2019 02:00,22.71,626,2631,3257,431.71,624.2,-100000,1782.14,-15,3279,1124.15,387.714
27/10/2019 03:00,16.37,568,2387,2955,351.305,558.77,-100000,1613.15,315,3149,1080.58,140.269
27/10/2019 04:00,19.26,598,2511,3109,371.179,534.72,-100000,1495.82,360,2511,1111.03,-455.846
27/10/2019 05:00,22.6,606,2500,3106,246.382,371.23,617.612,1914.47,315,3126,921.257,-24.726
27/10/2019 06:00,26.15,568,2406,2974,312.225,411.98,724.205,2095.27,181,3212,863.506,72.227
27/10/2019 07:00,31.19,625,2511,-100000,380.422,584.81,965.232,2796.29,-15,3414,742.836,-110.125
27/10/2019 08:00,33.11,707,2720,3427,283.872,317.5,601.372,2811.6,15,3774,651.818,295.583
